Support Tickets Ticket ID,Support Tickets Created Date,Support Tickets Closed Date,Support Tickets Days Creation to Solved,Support Tickets Csat Rating Score,Incident Tag,Severity,Support Team,Plan Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055689,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056218,2022-03-24,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055658,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055432,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,partner-platform-status-beta,partner-program-health-score-poor,partner-program-tier-beta,partner-type-platform,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,
997842,2022-02-04,2022-02-19,7 days,,europe/london,hv-trial,incident-300, ,paid,starter, , , , , ,,,,,,,,,,,,,,,,,,,,
1055635,2022-03-23,2022-04-06,7 days,offered,europe/dublin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056160,2022-03-24,2022-04-07,7 days,offered,europe/dublin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055161,2022-03-23,2022-04-06,7 days,offered,europe/dublin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056188,2022-03-24,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1056217,2022-03-24,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055872,2022-03-23,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055801,2022-03-23,2022-04-06,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055994,2022-03-23,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055879,2022-03-23,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055975,2022-03-23,2022-04-07,7 days,offered,europe/copenhagen,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055640,2022-03-23,2022-04-06,7 days,offered,europe/budapest,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055960,2022-03-23,2022-04-07,7 days,offered,europe/budapest,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055861,2022-03-23,2022-04-07,7 days,offered,europe/bucharest,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056080,2022-03-23,2022-04-07,7 days,offered,europe/bucharest,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055652,2022-03-23,2022-04-06,7 days,offered,europe/bucharest,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055212,2022-03-23,2022-04-06,7 days,offered,europe/bucharest,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056019,2022-03-23,2022-04-07,7 days,offered,europe/brussels,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056193,2022-03-24,2022-04-07,7 days,offered,europe/brussels,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055805,2022-03-23,2022-04-06,7 days,offered,europe/brussels,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055653,2022-03-23,2022-04-06,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055957,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055366,2022-03-23,2022-04-06,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055821,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1056024,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056209,2022-03-24,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055865,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056068,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056072,2022-03-23,2022-04-07,7 days,offered,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055884,2022-03-23,2022-04-07,7 days,offered,europe/belgrade,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1056203,2022-03-24,2022-04-07,7 days,offered,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055383,2022-03-23,2022-04-06,7 days,offered,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055241,2022-03-23,2022-04-06,7 days,offered,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055487,2022-03-23,2022-04-06,7 days,offered,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055745,2022-03-23,2022-04-06,7 days,good,europe/amsterdam,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-untested,partner-program-tier-bronze,partner-type-platform,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,
1055353,2022-03-23,2022-04-06,7 days,offered,etc/utc,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,
1055350,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,team, ,,,,,,,,,,,,,,,,,,,,,,
1055411,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055182,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055403,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055221,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055190,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055272,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055237,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055318,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055308,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055183,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055385,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1056088,2022-03-23,2022-04-06,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,,
1055823,2022-03-23,2022-04-06,6 days,offered,,,,,incident-332-manual, ,paid,premium-domain,pro,team, ,,,,,,,,,,,,,,,,,,,,
1055138,2022-03-23,2022-04-05,6 days,offered,,,,,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,
1055428,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,team, ,,,,,,,,,,,,,,,,,,,,,
1055109,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,team, ,,,,,,,,,,,,,,,,,,,,,
1055227,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055446,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055690,2022-03-23,2022-04-06,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055191,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055323,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055167,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055270,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055199,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055156,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,,
1055246,2022-03-23,2022-04-05,6 days,offered,,,,,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-untested,partner-program-tier-bronze,partner-type-platform,premium-domain,team, ,,,,,,,,,,,,,,,,
997875,2022-02-04,2022-02-18,6 days,,,,,,hv-trial,incident-300, ,paid,premium-domain,team, , , , , ,,,,,,,,,,,,,,,,
1055089,2022-03-23,2022-04-05,6 days,offered,,,,,high-potential-partner,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-platinum,partner-type-platform,premium-domain,team,top-200-partner, ,,,,,,,,,,,,,,
1055216,2022-03-23,2022-04-05,6 days,offered,,,,,europe/warsaw,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055245,2022-03-23,2022-04-05,6 days,offered,,,,,europe/warsaw,high-potential-partner,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-gold,partner-type-platform,premium-domain,team,top-200-partner, ,,,,,,,,,,,,,
1055092,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,team, ,,,,,,,,,,,,,,,,,,,,
1055306,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055380,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055384,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055157,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055204,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055225,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055390,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055271,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055131,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055179,2022-03-23,2022-04-05,6 days,bad,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055170,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055302,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055143,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055257,2022-03-23,2022-04-05,6 days,offered,,,,,europe/paris,high-potential-partner,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-silver,partner-type-platform,premium-domain,team, ,,,,,,,,,,,,,,
1055418,2022-03-23,2022-04-05,6 days,offered,,,,,europe/moscow,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055404,2022-03-23,2022-04-05,6 days,offered,,,,,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055250,2022-03-23,2022-04-05,6 days,offered,,,,,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055397,2022-03-23,2022-04-05,6 days,offered,,,,,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055077,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055371,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055337,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055267,2022-03-23,2022-04-05,6 days,good,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055409,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055163,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055277,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055233,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055095,2022-03-23,2022-04-05,6 days,offered,,,,,europe/london,high-potential-partner,hv-trial,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-gold,partner-type-platform,premium-domain,team, ,,,,,,,,,,,,,,
1055123,2022-03-23,2022-04-05,6 days,offered,,,,,europe/lisbon,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055426,2022-03-23,2022-04-05,6 days,offered,,,,,europe/copenhagen,hv-trial,incident-332-manual, ,paid,partner-platform-status-beta,partner-program-health-score-untested,partner-program-tier-beta,partner-type-platform,premium-domain,team, ,,,,,,,,,,,,,,,
1055151,2022-03-23,2022-04-05,6 days,offered,,,,,europe/bucharest,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055368,2022-03-23,2022-04-05,6 days,offered,,,,,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055354,2022-03-23,2022-04-05,6 days,offered,,,,,europe/berlin,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055377,2022-03-23,2022-04-05,6 days,offered,,,,,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055078,2022-03-23,2022-04-05,6 days,bad,,,,,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055193,2022-03-23,2022-04-05,6 days,offered,,,,,europe/amsterdam,hv-trial,incident-332-manual, ,paid,premium-domain,team, ,,,,,,,,,,,,,,,,,,,
1055060,2022-03-23,2022-04-05,6 days,offered,,,,,company,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,,
1055058,2022-03-23,2022-04-05,6 days,offered,,,,,company,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,,
1055057,2022-03-23,2022-04-05,6 days,good,,,,,company,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,,
1055055,2022-03-23,2022-04-05,6 days,offered,,,,,company,hv-trial,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,
1055067,2022-03-23,2022-04-05,6 days,offered,,,,,company,hv-trial,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,
1055065,2022-03-23,2022-04-05,6 days,offered,,,,,company,hv-trial,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,
1055062,2022-03-23,2022-04-05,6 days,offered,,,,,company,hv-trial,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,,
1055053,2022-03-23,2022-04-05,6 days,offered,,,,,company,high-potential-partner,hv-trial,incident-332-manual, ,paid,partner-is-managed,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-platinum,partner-type-platform,premium-domain,top-200-partner, ,,,,,,,,,,,,,
1055069,2022-03-23,2022-04-05,6 days,offered,,,,,company,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain, ,,,,,,,,,,,,,,,,,,,
1055172,2022-03-23,2022-04-05,6 days,offered,,,,,certifiedl2-expert,europe/amsterdam,hv-trial,incident-332-manual, ,paid,partner-type-channel,partner-zone-auto-created-org,premium-domain,pro,team, ,,,,,,,,,,,,,,,
1009330,2022-02-14,2022-02-28,7 days,,autoresponse-sent,incident-310, ,onboarding-monthly,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1072529,2022-04-06,,1 day,offered,auto-assign,incident-348,incident-sev-2,no-auto-assign,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072055,2022-04-05,,1 day,offered,auto-assign,incident-347,incident-sev-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010899,2022-02-15,2022-03-01,7 days,offered,auto-assign,incident-311, ,ztt-error-message-troubleshooting,ztt-my-zaps,ztt-my-zaps-page,,,,,,,,,,,,,,,,,,,,,,,,,
1071965,2022-04-05,,0 days,,auto-assign,incident-,incident-sev-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057446,2022-03-24,2022-04-08,7 days,offered,auto-assign,hv-trial,incident-332, ,no-bump,paid,premium-domain,productboard-pushed,,team, ,,ztt-product-feature-request,,,,,,,,,,,,,,,,,,
1010883,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,incident-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010894,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,incident-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010870,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,incident-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010873,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,incident-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010884,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,incident-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009670,2022-02-14,2022-02-28,7 days,good,auto-assign,bug,incident-310, ,no-plan,premium-domain, ,,,,,,,,,,,,,,,,,,,,,,,,
1011114,2022-02-15,2022-03-01,7 days,offered,auto-assign,bug,high-potential-partner,incident-311,partner-platform-status-public,partner-program-health-score-exceptional,partner-program-tier-silver,partner-type-platform,,,,,,,,,,,,,,,,,,,,,,,
1059600,2022-03-27,2022-04-10,6 days,offered,auto-assign,,,,,hv-trial,incident-332, ,paid,premium-domain,,team, ,,ztt-error-message-troubleshooting,ztt-view-run-details,,,,,,,,,,,,,,,
1054141,2022-03-23,2022-04-05,6 days,offered,auto-assign,,,,,europe/brussels,hv-trial,incident-332, ,paid,premium-domain,pro,squad-c,team, ,,,,,,,,,,,,,,,,
1053791,2022-03-22,2022-04-05,6 days,offered,auto-assign,,,,,company,hv-trial,incident-332, ,paid,premium-domain,squad-c, ,,,,,,,,,,,,,,,,,,
1009211,2022-02-14,2022-03-01,8 days,offered,auto-assign,,,,,bug,esc-how-zapier-works,esc-how-zapier-works-other,europe/stockholm,hv-trial,incident-310, ,paid,premier-t2-escalation,premium-domain,,team,technical, ,,,,,,,,,,,,
1053722,2022-03-22,2022-04-06,7 days,offered,auto-assign,autoresponse-sent,incident-332, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1057969,2022-03-25,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,incident-332, ,paid,premium-domain,pro, , ,ztt-error-message-troubleshooting,ztt-view-run-details,,,,,,,,,,,,,,,,,,,,
1054374,2022-03-23,2022-04-08,9 days,offered,auto-assign,autoresponse-sent,hv-trial,incident-332, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,
1057262,2022-03-24,2022-04-08,7 days,offered,auto-assign,autoresponse-sent,content_cue_b4ffdcb4-40d6-514a-cf4d-95546560271e,incident-332, ,onboarding-monthly,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,
1025391,2022-02-26,2022-03-12,7 days,offered,auto-assign,autoresponse-sent,content_cue_addb5d0b-1af6-5198-2e84-0669f73662a2,incident-300, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,
1058594,2022-03-25,2022-03-25,0 days,,auto-assign,autoresponse-sent,closed_by_merge,hv-trial,incident-332, ,paid,premium-domain,pro, ,,ztt-error-message-troubleshooting,ztt-view-run-details,,,,,,,,,,,,,,,,,,
1009373,2022-02-14,2022-03-01,7 days,offered,auto-assign,autoresponse-sent,cf-zap-not-triggering,cf-zap-troubleshooting,from-contact-form,harness,hv-trial,incident-310, ,paid,premium-domain,salesforce,starter, ,verified, ,,,ztt-not-zapier-owned,,,,,,,,,,,,
1000447,2022-02-07,2022-02-23,9 days,offered,auto-assign,autoresponse-sent,cf-zap-not-triggering,cf-zap-troubleshooting,facebook-lead-ads,from-contact-form,hubspot,hv-trial,incident-304, ,paid,premium-domain,starter, ,verified,,,,,,,,,,,,,,,,
995343,2022-02-03,2022-02-17,7 days,offered,auto-assign,autoresponse-sent,cf-zap-not-triggering,cf-zap-troubleshooting,content_cue_3aa1831d-5f14-0056-996e-6aff71c55a66,email-by-zapier,europe/madrid,facebook-lead-ads,from-contact-form,gmail,google-sheets,hv-trial,incident-304, ,paid,starter, ,verified, ,,ztt-error-message-troubleshooting, ,,,,,,,,,
1009253,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,cf-something-else,from-contact-form,hv-trial,incident-310, ,onboarding-monthly,paid,starter, ,verified,,,,,,,,,,,,,,,,,,,
1009366,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,cf-something-else,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,incident-310, ,paid,starter, ,verified,,,,,,,,,,,,,,,,,,,,
1009474,2022-02-14,2022-02-28,7 days,,auto-assign,autoresponse-sent,cf-something-else,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,hv-trial,incident-310, ,paid,premium-domain,pro, ,verified,,,,,,,,,,,,,,,,,,
1009535,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,cf-other-troubleshooting,cf-zap-troubleshooting,europe/budapest,from-contact-form,hv-trial,incident-310, ,paid,sales-autopilot,starter, ,verified,webhooks-by-zapier,,,,,,,,,,,,,,,,
1009235,2022-02-14,2022-03-04,11 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,from-contact-form,incident-310,mailparser, ,paid,premium-domain,starter, ,verified,wise-agent-crm,,,,,,,,,,,,,,,,,
1009508,2022-02-14,2022-02-28,7 days,good,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,facebook-lead-ads,formatter-by-zapier,from-contact-form,hv-trial,incident-309, ,onboarding-annual,paid,starter,tokko-broker, ,verified,,,,,,,,,,,,,,,
1009078,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,europe/paris,filter-by-zapier,from-contact-form,ghost,hv-trial,incident-309, ,paid,premium-domain,pro,sendy, ,verified,webhooks-by-zapier,,,,,,,,,,,,,
1009717,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,ecwid-by-lightspeed,from-contact-form,incident-309, ,packlink-pro,paid,starter, ,verified,,,,,,,,,,,,,,,,,,
1009467,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,google-sheets,incident-310, ,paid,starter,sugar-calendar, ,verified,,,,,,,,,,,,,,,,,
1009428,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,from-contact-form,getswift,incident-310,jotform, ,paid,paths-by-zapier,premium-domain,pro, ,verified,,,,,,,,,,,,,,,
1009442,2022-02-14,2022-02-28,7 days,offered,auto-assign,autoresponse-sent,,cf-zap-troubleshooting,content_cue_b9356684-b319-7521-7450-be6f94958475,europe/brussels,facebook-lead-ads,from-contact-form,hv-trial,incident-310,jobtoolz, ,paid,premium-domain,starter, ,verified,,,,,,,,,,,,,,
