Support Tickets Ticket ID,Support Tickets Created Date, , , , , 
1055388,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055325,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055174,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055343,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055261,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055303,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055369,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055422,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055162,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055346,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055347,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055364,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055187,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055234,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055268,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055298,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055328,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055435,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055171,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056087,2022-03-23,2022-04-06,incident-332-manual, ,team,paid
997917,2022-02-05,2022-02-18,incident-300, ,team,paid
1055076,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1054221,2022-03-23,2022-04-06,incident-332, ,team,paid
1015009,2022-02-17,2022-03-03,incident-313, ,team,paid
1049850,2022-03-19,2022-04-01,incident-313, ,team,paid
1015046,2022-02-17,2022-03-06,incident-313, ,team,paid
1002005,2022-02-08,2022-02-16,incident-304, ,starter,paid
999829,2022-02-07,2022-02-22,incident-304, ,pro,paid
999843,2022-02-07,2022-02-22,incident-304, ,pro,paid
1009499,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009561,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009534,2022-02-14,2022-02-28,incident-310, ,professional,paid
1009201,2022-02-14,2022-02-28,incident-310, ,starter,paid
1058699,2022-03-25,2022-04-08,incident-341, ,starter,paid
1009307,2022-02-14,2022-02-21,incident-310, ,starter,paid
1058509,2022-03-25,2022-04-08,incident-341, ,pro,paid
1058734,2022-03-25,2022-04-08,incident-341, ,starter,paid
1015084,2022-02-17,2022-02-25,incident-313, ,team,paid
1025164,2022-02-25,2022-03-12,incident-321, ,pro,paid
1012638,2022-02-16,2022-03-04,incident-310, ,team,paid
1009311,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009453,2022-02-14,2022-02-28,incident-310, ,starter,paid
1015086,2022-02-17,2022-02-24,incident-313, ,pro,paid
1009662,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009214,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009351,2022-02-14,2022-02-21,incident-310, ,pro,paid
1009297,2022-02-14,2022-02-21,incident-310, ,pro,paid
1009381,2022-02-14,2022-02-21,incident-310, ,pro,paid
1009434,2022-02-14,2022-02-27,incident-310, ,team,paid
1015185,2022-02-17,2022-03-03,incident-313, ,team,paid
1055984,2022-03-23,2022-04-07,incident-332-manual, ,hv-trial,associate-cc
1055810,2022-03-23,2022-04-06,incident-332-manual, ,hv-trial,associate-cc
997854,2022-02-04,2022-02-19,incident-300, ,hv-trial,associate-cc
997883,2022-02-04,2022-02-19,incident-300, ,hv-trial,associate-cc
988746,2022-01-29,2022-02-12,incident-300, ,hv-trial,associate-cc
1009231,2022-02-14,2022-02-28,incident-310, ,hv-trial,associate-cc
967743,2022-01-11,2022-01-20,incident-194, ,hv-trial,associate-cc
1009487,2022-02-14,2022-02-21,incident-310, ,professional,paid
1055722,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055656,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055691,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055392,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055259,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055372,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055936,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055098,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055434,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055485,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1056163,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1055942,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056150,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1055447,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055106,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055863,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055990,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056005,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1055968,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1055469,2022-03-23,2022-04-06,incident-332-manual, ,professional-plus,paid
1056043,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055974,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055489,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055730,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055663,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055654,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056003,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055670,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055595,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055382,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055539,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055647,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055952,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056202,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055966,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056052,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055905,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055888,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056055,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055727,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055529,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055211,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055531,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055362,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056184,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055806,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056225,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055260,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056025,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056165,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1056010,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055924,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055815,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055577,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056051,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055814,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055188,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055583,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
997890,2022-02-04,2022-02-19,incident-300, ,starter,paid
997924,2022-02-05,2022-02-19,incident-300, ,starter,paid
988745,2022-01-29,2022-02-12,incident-300, ,starter,paid
988727,2022-01-29,2022-02-12,incident-300, ,starter,paid
1055401,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055103,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055166,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055416,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055363,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055342,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055415,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055219,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055275,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055356,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055399,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055125,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055326,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055209,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055374,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055359,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055252,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055244,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055441,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055115,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055195,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055897,2022-03-23,2022-04-06,incident-332-manual, ,team,paid
1055079,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055087,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
997877,2022-02-04,2022-02-18,incident-300, ,team,paid
1055066,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055071,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1009555,2022-02-14,2022-02-25,incident-310, ,team,paid
1009669,2022-02-14,2022-02-27,incident-309, ,hv-trial,paid
1014931,2022-02-17,2022-03-06,incident-313, ,team,paid
1014967,2022-02-17,2022-03-03,incident-313, ,hv-trial,paid
1009538,2022-02-14,2022-03-01,incident-310, ,team,paid
1009506,2022-02-14,2022-02-27,incident-310, ,team,paid
1025152,2022-02-25,2022-03-12,incident-321, ,pro,paid
997849,2022-02-04,2022-02-19,incident-300, ,hv-trial,associate-cc
997843,2022-02-04,2022-02-19,incident-300, ,hv-trial,associate-cc
988732,2022-01-29,2022-02-12,incident-300, ,hv-trial,associate-cc
1009425,2022-02-14,2022-02-21,incident-310, ,hv-trial,associate-cc
1014921,2022-02-17,2022-03-03,incident-313, ,team,paid
1055316,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055926,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056156,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055899,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055644,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055934,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055971,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
995447,2022-02-03,2022-02-11,incident-304, ,pro,paid
1055880,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055102,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056006,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055955,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055708,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055425,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055963,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055726,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055655,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056016,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055386,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055996,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056018,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055981,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055589,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
997882,2022-02-04,2022-02-19,incident-300, ,starter,paid
988740,2022-01-29,2022-02-12,incident-300, ,starter,paid
988735,2022-01-29,2022-02-12,incident-300, ,starter,paid
1055436,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
997891,2022-02-04,2022-02-18,incident-300, ,team,paid
988748,2022-01-29,2022-02-11,incident-300, ,team,paid
1014960,2022-02-17,2022-02-25,incident-313, ,team,paid
1009514,2022-02-14,2022-02-28,incident-310, ,pro,paid
1053793,2022-03-22,2022-03-30,incident-332, ,pro,paid
1009510,2022-02-14,2022-03-01,incident-310, ,pro,paid
1009509,2022-02-14,2022-02-27,incident-310, ,team,paid
1055930,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056064,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055402,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055669,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055590,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055739,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055145,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1056047,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055461,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055911,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055493,2022-03-23,2022-04-06,incident-332-manual, ,professional-plus,paid
1055084,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055889,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055088,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055664,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055906,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055895,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055701,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055873,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055082,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055194,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055408,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056022,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055494,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056152,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055932,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055696,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055835,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055750,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055332,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055941,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055379,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056173,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055336,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055437,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055900,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
997871,2022-02-04,2022-02-19,incident-300, ,pro,paid
988728,2022-01-29,2022-02-12,incident-300, ,pro,paid
997870,2022-02-04,2022-02-19,incident-300, ,starter,paid
997844,2022-02-04,2022-02-19,incident-300, ,starter,paid
997868,2022-02-04,2022-02-19,incident-300, ,starter,paid
988729,2022-01-29,2022-02-12,incident-300, ,professional-plus,paid
988726,2022-01-29,2022-02-12,incident-300, ,professional,paid
997831,2022-02-04,2022-02-19,incident-300, ,pro,paid
997900,2022-02-05,2022-02-19,incident-300, ,pro,paid
997860,2022-02-04,2022-02-19,incident-300, ,pro,paid
988723,2022-01-29,2022-02-12,incident-300, ,pro,paid
988734,2022-01-29,2022-02-12,incident-300, ,pro,paid
1055340,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055189,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055360,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055239,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055177,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055351,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055099,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055128,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055430,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055242,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055075,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
997858,2022-02-04,2022-02-18,incident-300, ,team,paid
1055068,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055438,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1054457,2022-03-23,2022-04-05,incident-332, ,team,paid
1053755,2022-03-22,2022-04-06,incident-332, ,hv-trial,paid
1009352,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009403,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009274,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009769,2022-02-14,2022-03-01,incident-310, ,starter,paid
1009339,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009243,2022-02-14,2022-02-28,incident-310, ,professional,paid
1015226,2022-02-17,2022-03-03,incident-313, ,team,paid
997893,2022-02-04,2022-02-19,incident-300, ,hv-trial,associate-cc
988719,2022-01-29,2022-02-12,incident-300, ,hv-trial,associate-cc
1025108,2022-02-25,2022-03-14,incident-321, ,starter,paid
1009271,2022-02-14,2022-02-28,incident-310, ,starter,paid
1055420,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1009279,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009260,2022-02-14,2022-02-28,incident-310, ,pro,paid
1055134,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055315,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056065,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1015059,2022-02-17,2022-03-03,incident-313, ,pro,paid
1058540,2022-03-25,2022-04-08,incident-341, ,pro,paid
1056073,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055341,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055740,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1056214,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1055406,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1009024,2022-02-14,2022-02-27,incident-309, ,team,paid
1008940,2022-02-14,2022-03-15,incident-309, ,professional,paid
1055458,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055849,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1009498,2022-02-14,2022-02-28,incident-310, ,professional,paid
1009387,2022-02-14,2022-02-28,incident-310, ,pro,paid
1058583,2022-03-25,2022-04-08,incident-341, ,starter,paid
977281,2022-01-19,2022-02-28,incident-310, ,professional,paid
1010132,2022-02-14,2022-02-21,incident-309, ,starter,paid
994964,2022-02-03,2022-02-11,incident-304, ,pro,paid
1058684,2022-03-25,2022-04-01,incident-341, ,pro,paid
1015014,2022-02-17,2022-03-06,incident-313, ,free,associate-cc
1008930,2022-02-14,2022-02-28,incident-309, ,starter,paid
1015123,2022-02-17,2022-03-04,incident-313, ,pro,paid
1009215,2022-02-14,2022-02-28,incident-310, ,hv-trial,paid
1009473,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009047,2022-02-14,2022-02-28,incident-309, ,pro,paid
